"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"HTCH","Hutchinson Technology Incorporated","2.27","$75.97M","1985","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/htch",
"HBP","Huttig Building Products, Inc.","3.36","$83.56M","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hbp",
"HDRA","Hydra Industries Acquisition Corp.","9.6","$96M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdra",
"HDRAR","Hydra Industries Acquisition Corp.","0.46","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdrar",
"HDRAU","Hydra Industries Acquisition Corp.","10.2","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdrau",
"HDRAW","Hydra Industries Acquisition Corp.","0.36","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdraw",
"HYGS","Hydrogenics Corporation","9.26","$93.43M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hygs",
"IDSY","I.D. Systems, Inc.","6.5","$85.48M","1999","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/idsy",
"IACI","IAC/InterActiveCorp","74.99","$5.73B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/iaci",
"IKGH","Iao Kun Group Holding Company Limited","1.64","$99.14M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/ikgh",
"IBKC","IBERIABANK Corporation","64.76","$2.47B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkc",
"ICAD","icad inc.","4.85","$76M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icad",
"IEP","Icahn Enterprises L.P.","91.93","$11.47B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/iep",
"ICFI","ICF International, Inc.","36.09","$704.66M","2006","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/icfi",
"ICLR","ICON plc","67.24","$4.07B","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/iclr",
"ICON","Iconix Brand Group, Inc.","26.51","$1.27B","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/icon",
"ICUI","ICU Medical, Inc.","97.27","$1.53B","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icui",
"IPWR","Ideal Power Inc.","8.48","$59.92M","2013","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ipwr",
"INVE","Identiv, Inc.","6.29","$67.64M","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/inve",
"IDRA","Idera Pharmaceuticals, Inc.","3.04","$358.34M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/idra",
"IDXX","IDEXX Laboratories, Inc.","138.03","$6.46B","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/idxx",
"DSKY","iDreamSky Technology Limited","9.99","$434.35M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dsky",
"IROQ","IF Bancorp, Inc.","16.57","$71.06M","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/iroq",
"IGTE","iGATE Corporation","47.48","$3.84B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/igte",
"IRG","Ignite Restaurant Group, Inc.","4.23","$110.59M","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/irg",
"RXDX","Ignyta, Inc.","9.18","$231.91M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rxdx",
"IIVI","II-VI Incorporated","19.26","$1.18B","1987","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/iivi",
"KANG","iKang Healthcare Group, Inc.","16.96","$1.11B","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/kang",
"IKAN","Ikanos Communications, Inc.","2.2248","$38.01M","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ikan",
"IKNX","Ikonics Corporation","15.4","$31.08M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/iknx",
"ILMN","Illumina, Inc.","203.12","$29.27B","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/ilmn",
"ISNS","Image Sensing Systems, Inc.","3.02","$15.12M","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/isns",
"IMMR","Immersion Corporation","11.87","$332.55M","1999","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/immr",
"ICCC","ImmuCell Corporation","7.23","$21.9M","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/iccc",
"IMDZ","Immune Design Corp.","22","$439.82M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imdz",
"IMNP          ","Immune Pharmaceuticals Inc.","2","$49.3M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imnp          ",
"IMGN","ImmunoGen, Inc.","8.82","$760.15M","1989","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imgn",
"IMMU","Immunomedics, Inc.","4.08","$381.34M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/immu",
"IPXL","Impax Laboratories, Inc.","45.46","$3.26B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipxl",
"IMMY","Imprimis Pharmaceuticals, Inc.","8.43","$80.52M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/immy",
"IMRS","Imris Inc","0.5844","$36.58M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/imrs",
"INCR","INC Research Holdings, Inc.","33.65","$2.06B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incr",
"SAAS","inContact, Inc.","9.62","$591.51M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/saas",
"INCY","Incyte Corporation","108.41","$19.41B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incy",
"INDB","Independent Bank Corp.","45.13","$1.18B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","13.62","$312.86M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","39.92","$683.41M","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/ibtx",
"IDSA","Industrial Services of America, Inc.","3.67","$29.23M","n/a","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/idsa",
"INFN","Infinera Corporation","19.69","$2.55B","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","12.87","$631.18M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/infi",
"IPCC","Infinity Property and Casualty Corporation","73.54","$843.24M","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ipcc",
"INFA","Informatica Corporation","48.4","$5.05B","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/infa",
"III","Information Services Group, Inc.","4.1","$152.37M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/iii",
"IFON","InfoSonics Corp","2.57","$36.96M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/ifon",
"IMKTA","Ingles Markets, Incorporated","51.25","$1.04B","1987","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/imkta",
"INWK","InnerWorkings, Inc.","6.42","$342.34M","2006","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/inwk",
"INNL","Innocoll AG","10.4","$207.89M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/innl",
"INOD","Innodata Inc.","2.66","$67.4M","1993","Technology","EDP Services","http://www.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","52.9","$1.11B","2006","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","44.76","$1.08B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iosp",
"ISSC","Innovative Solutions and Support, Inc.","3.55","$59.96M","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/issc",
"INGN","Inogen, Inc","37.56","$724.25M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ingn",
"ITEK","Inotek Pharmaceuticals Corporation","5.88","$96M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itek",
"INOV","Inovalon Holdings, Inc.","26.89","$3.97B","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","8.26","$593.15M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ino",
"NSIT","Insight Enterprises, Inc.","29.25","$1.13B","1995","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","2.89","$35.26M","1991","Consumer Services","Advertising","http://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","22.76","$1.4B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insm",
"IIIN","Insteel Industries, Inc.","20.5","$377.95M","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","28.52","$1.62B","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/podd",
"INSY","Insys Therapeutics, Inc.","57.23","$2.04B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insy",
"IART","Integra LifeSciences Holdings Corporation","68.09","$2.24B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/iart",
"IDTI","Integrated Device Technology, Inc.","22.31","$3.31B","1984","Technology","Semiconductors","http://www.nasdaq.com/symbol/idti",
"IESC","Integrated Electrical Services, Inc.","7.87","$169.05M","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/iesc",
"ISSI","Integrated Silicon Solution, Inc.","20.15","$640.01M","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/issi",
"INTC","Intel Corporation","33.55","$159.16B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/intc",
"IQNT","Inteliquent, Inc.","18.06","$605.83M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/iqnt",
"IPCI","Intellipharmaceutics International Inc.","2.94","$69.35M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipci",
"IPAR","Inter Parfums, Inc.","33.92","$1.05B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ipar",
"IBKR","Interactive Brokers Group, Inc.","35.6","$14.4B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ibkr",
"ININ","Interactive Intelligence Group, Inc.","44.47","$958.16M","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inin",
"ICPT","Intercept Pharmaceuticals, Inc.","265.69","$6.4B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/icpt",
"ICLD","InterCloud Systems, Inc","3.4","$78.9M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/icld",
"ICLDW","InterCloud Systems, Inc","2","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/icldw",
"IDCC","InterDigital, Inc.","57.495","$2.07B","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","22.42","$1.48B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/tile",
"IMI","Intermolecular, Inc.","1.83","$88.53M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","9.77","$537.05M","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inap",
"IBOC","International Bancshares Corporation","26.71","$1.77B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/iboc",
"ISCA","International Speedway Corporation","37.5","$1.75B","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/isca",
"IGLD","Internet Gold Golden Lines Ltd.","4.43","$85.07M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/igld",
"IIJI","Internet Initiative Japan, Inc.","8.619","$805.03M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/iiji",
"PTNT","Internet Patents Corporation","2.48","$24.98M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ptnt",
"INPH","Interphase Corporation","0.83","$6.97M","1984","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/inph",
"XENT","Intersect ENT, Inc.","23.22","$549.46M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xent",
"INTX","Intersections, Inc.","3.5","$70.07M","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx",
"ISIL","Intersil Corporation","13.06","$1.72B","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/isil",
"IILG","Interval Leisure Group, Inc.","26.07","$1.5B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/iilg",
"IVAC","Intevac, Inc.","5.42","$123.75M","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ivac",
"INTL","INTL FCStone Inc.","35.35","$670.98M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intl",
"INTLL","INTL FCStone Inc.","25.82","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intll",
"ITCI","Intra-Cellular Therapies Inc.","24.74","$865.1M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itci",
"IIN","IntriCon Corporation","7.42","$43.44M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/iin",
"INTU","Intuit Inc.","104.16","$28.82B","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","494.95","$18.24B","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/isrg",
"INVT","Inventergy Global, Inc.","0.297","$10.66M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/invt",
"SNAK","Inventure Foods, Inc.","8.93","$174.58M","1996","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/snak",
"ISTR","Investar Holding Corporation","14.96","$109.11M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/istr",
"ISBC","Investors Bancorp, Inc.","12.17","$4.24B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/isbc",
"ITIC","Investors Title Company","72.26","$145.09M","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/itic",
"NVIV","InVivo Therapeutics Holdings Corp.","12.93","$343.44M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nviv",
"IPAS","iPass Inc.","1.1","$72.12M","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/ipas",
"DTYS","iPath US Treasury 10-year Bear ETN","20.585","$64.66M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtys",
"DTYL","iPath US Treasury 10-year Bull ETN","77.7301","$5.6M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtyl",
"DTUS","iPath US Treasury 2-year Bear ETN","32.0416","$11.98M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtus",
"DTUL","iPath US Treasury 2-year Bull ETN","63.72","$4.56M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtul",
"DFVS","iPath US Treasury 5-year Bear Exchange Traded Note","32.09","$1.62M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvs",
"DFVL","iPath US Treasury 5-year Bull ETN","64.85","$1.95M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvl",
"FLAT","iPath US Treasury Flattener ETN","59.13","$4.91M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/flat",
"DLBS","iPath US Treasury Long Bond Bear ETN","23.43","$19.44M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbs",
"DLBL","iPath US Treasury Long Bond Bull ETN","72.1201","$4.06M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbl",
"STPP","iPath US Treasury Steepener ETN","36.85","$15M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/stpp",
"IPCM","IPC Healthcare, Inc.","49.79","$865.72M","2008","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ipcm",
"IPGP","IPG Photonics Corporation","96.87","$5.1B","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/ipgp",
"IRMD","iRadimed Corporation","18.71","$205.31M","2014","n/a","n/a","http://www.nasdaq.com/symbol/irmd",
"IRIX","IRIDEX Corporation","9.59","$96.18M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/irix",
"IRDM","Iridium Communications Inc","10.47","$989.9M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdm",
"IRDMB","Iridium Communications Inc","368.75","$184.38M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdmb",
"IRBT","iRobot Corporation","32.19","$956.82M","2005","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/irbt",
"IRWD","Ironwood Pharmaceuticals, Inc.","13.78","$1.96B","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/irwd",
"IRCP","IRSA Propiedades Comerciales S.A.","29.3","$923.05M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/ircp",
"COMT","iShares Commodities Select Strategy ETF","41.07","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/comt",
"GNMA","iShares Core GNMA Bond ETF","50.46","$40.37M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnma",
"FCHI","iShares FTSE China (HK Listed) Index Fund","63.35","$38.01M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fchi",
"IFAS","iShares FTSE EPRA/NAREIT Asia Index Fund","32.72","$19.63M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifas",
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","39.84","$85.66M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifeu",
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","32.27","$1.01B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifgl",
"IFNA","iShares FTSE EPRA/NAREIT North America Index Fund","56.3","$22.52M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifna",
"ACWX","iShares MSCI ACWI ex US Index Fund","47.59","$2.05B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwx",
"ACWI","iShares MSCI ACWI Index Fund","62.99","$6.73B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwi",
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","67.68","$4.53B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aaxj",
"AXJS","iShares MSCI All Country Asia ex Japan Small Cap Index Fund","64.25","$6.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axjs",
"AAIT","iShares MSCI All Country Asia Information Technology Index Fun","36.512","$7.3M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aait",
"EEMA","iShares MSCI Emerging Markets Asia Index Fund","64.474","$177.3M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eema",
"EMDI","iShares MSCI Emerging Markets Consumer Discrectionary Sector I","56.44","$5.64M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emdi",
"EEME","iShares MSCI Emerging Markets EMEA Index Fund","46.55","$9.31M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eeme",
"EMEY","iShares MSCI Emerging Markets Energy Sector Capped Index Fund","31.7299","$1.59M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emey",
"EGRW","iShares MSCI Emerging Markets Growth Index Fund","59.6","$5.96M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/egrw",
"EEML","iShares MSCI Emerging Markets Latin America Index Fund","36.03","$10.81M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eeml",
"EVAL","iShares MSCI Emerging Markets Value Index Fund","47.835","$23.92M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eval",
"EUFN","iShares MSCI Europe Financials Sector Index Fund","24.68","$428.2M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eufn",
"IEUS","iShares MSCI Europe Small-Cap ETF","48.85","$41.52M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ieus",
"QAT","iShares MSCI Qatar Capped ETF","23.38","$31.56M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qat",
"UAE","iShares MSCI UAE Capped ETF","20.84","$45.85M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uae",
"IBB","iShares Nasdaq Biotechnology Index Fund","363.6","$8.89B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibb",
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","97.34","$472.1M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/soxx",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","36.18","$81.41M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emif",
"ICLN","iShares S&P Global Clean Energy Index Fund","12.28","$92.1M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icln",
"WOOD","iShares S&P Global Timber & Forestry Index Fund","55.501","$303.04M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wood",
"INDY","iShares S&P India Nifty 50 Index Fund","30.47","$988.75M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/indy",
"ISHG","iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun","80.22","$156.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ishg",
"IGOV","iShares S&P/Citigroup International Treasury Bond Fund","91.66","$472.05M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igov",
"ISIS","Isis Pharmaceuticals, Inc.","67.17","$8.04B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/isis",
"ISLE","Isle of Capri Casinos, Inc.","14.42","$577.2M","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/isle",
"ISRL","Isramco, Inc.","125.73","$341.7M","1983","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/isrl",
"ITRI","Itron, Inc.","36.37","$1.4B","1993","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/itri",
"ITRN","Ituran Location and Control Ltd.","24.39","$572.57M","2005","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/itrn",
"XXIA","Ixia","12.67","$1.01B","2000","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/xxia",
"IXYS","IXYS Corporation","11.91","$376.94M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ixys",
"JJSF","J & J Snack Foods Corp.","108.32","$2.02B","1986","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jjsf",
"MAYS","J. W. Mays, Inc.","49.3","$99.38M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/mays",
"JBHT","J.B. Hunt Transport Services, Inc.","86.48","$10.08B","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/jbht",
"JCOM","j2 Global, Inc.","67.67","$3.26B","1999","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcom",
"JASO","JA Solar Holdings, Co., Ltd.","8.89","$448.59M","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/jaso",
"JKHY","Jack Henry & Associates, Inc.","64.99","$5.31B","1985","Technology","EDP Services","http://www.nasdaq.com/symbol/jkhy",
"JACK","Jack In The Box Inc.","88.24","$3.3B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jack",
"JXSB","Jacksonville Bancorp Inc.","22.75","$41.08M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/jxsb",
"JAXB","Jacksonville Bancorp, Inc.","11.9","$68.98M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jaxb",
"JAGX","Jaguar Animal Health, Inc.","6.95","$56.43M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jagx",
"JAKK","JAKKS Pacific, Inc.","7.92","$185.37M","1996","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jakk",
"JMBA","Jamba, Inc.","15.23","$243.65M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jmba",
"JRVR","James River Group Holdings, Ltd.","23.84","$680.4M","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/jrvr",
"ERW","Janus Equal Risk Weighted Large Cap ETF","53.69","$29.53M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/erw",
"JASN","Jason Industries, Inc.","6.98","$153.49M","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasn",
"JASNW","Jason Industries, Inc.","0.56","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasnw",
"JAZZ","Jazz Pharmaceuticals plc","180.78","$11.04B","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jazz",
"JD","JD.com, Inc.","33.86","$46.3B","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/jd",
"JDSU","JDS Uniphase Corporation","12.77","$2.99B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/jdsu",
"JBLU","JetBlue Airways Corporation","20.18","$6.32B","2002","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/jblu",
"JTPY","JetPay Corporation","2.88","$39.93M","2011","Finance","Business Services","http://www.nasdaq.com/symbol/jtpy",
"JCTCF","Jewett-Cameron Trading Company","12.4899","$32.29M","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/jctcf",
"DATE","Jiayuan.com International Ltd.","6.09","$202.72M","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/date",
"JST","Jinpan International Limited","4.71","$77.33M","1998","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/jst",
"JIVE","Jive Software, Inc.","5.78","$432.45M","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/jive",
"JOEZ","Joe&#39;s Jeans Inc.","0.1301","$9.09M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/joez",
"JBSS","John B. Sanfilippo & Son, Inc.","50.25","$559.63M","1991","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jbss",
"JOUT","Johnson Outdoors Inc.","26.85","$268.63M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jout",
"JNP","Juniper Pharmaceuticals, Inc.","7.2","$77.58M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jnp",
"JUNO","Juno Therapeutics, Inc.","46.34","$4.19B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/juno",
